Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,mood
46900,75HNAIaFJmDUUU6LiNSvnh,S3RL;Lexi,Genre Police (feat. Lexi),Genre Police (feat. Lexi),42,196499,False,0.595,0.957,1,-0.884,1,0.0858,0.0231,8.3e-05,0.142,0.715,160.022,3,happy,Happy
1949,7cvpJTt2UAKaIFh2B1rE2u,Wganda Kenya,Diablos del Ritmo 1960-1985: The Colombian Melting Pot (Analog Africa No. 12),El Caterete,17,254720,False,0.55,0.921,2,-6.961,1,0.0496,0.377,2.37e-05,0.312,0.76,117.833,4,afrobeat,Happy
95203,2y9bJBvlGYQQ1mfeHwdgA6,Fania All Stars;Ray Barretto;Yomo Toro,Ghetto Klown: Music From My Hood,Quítate Tú,34,643320,False,0.71,0.782,10,-6.726,1,0.04,0.79,0.000121,0.94,0.941,123.073,4,salsa,Happy
83517,4hvWEdTLJxrZsDDjUEcHvy,Calvin Harris;6LACK;Donae'o,Funk Wav Bounces Vol. 2,Nothing More To Say (with 6LACK & Donae’o),59,233974,False,0.799,0.726,5,-5.596,0,0.0369,0.287,6.83e-05,0.255,0.87,109.983,4,progressive-house,Happy
14307,0GfPkS7yLww8jMsiLbvyDp,LooLoo Kids,"The Best Songs for Kids, Vol. 1",Five Little Ducks,38,95991,False,0.791,0.757,2,-8.509,1,0.283,0.0365,0.0,0.343,0.903,184.099,4,children,Happy
86970,2or5pBpnPtcjthlNt06w1P,De Nalgas,Vulgar Dulce Hogar,"Pare de Sufrir, Pare de Mamar",37,179257,True,0.674,0.973,0,-2.758,1,0.0618,0.0124,0.0,0.36,0.802,105.029,4,punk,Happy
67323,2o3x3qG1XgKutD5IZPTPgA,Justin Quiles;Robin Schulz,Brandneu Dance,AEIOU,0,161880,False,0.689,0.856,5,-3.394,0,0.0813,0.0493,0.0,0.232,0.706,126.108,4,latin,Happy
107811,0FDYLzgHnQ0LUUm1n6kUft,Tove Lo;220 KID,No One Dies From Love (220 KID Remix),No One Dies From Love (220 KID Remix),49,186180,False,0.684,0.727,0,-6.246,1,0.0403,0.0987,0.0,0.0908,0.777,125.046,4,synth-pop,Happy
1281,3lUTTvpsqOJGm28TZYgIGn,The Bongo Hop;Maikcel,"Satingarona, Vol. 1",Pa' Congo,24,221406,False,0.723,0.951,7,-5.076,1,0.0467,0.0681,0.0034,0.0478,0.762,110.076,4,afrobeat,Happy
2527,2ScU6iEvgb0TIuKiyem9rg,Charlie Brown Jr.,Acústico (Ao Vivo),Proibida Pra Mim (Grazon) - Ao Vivo,48,151666,False,0.345,0.976,8,-4.74,1,0.0487,0.000587,0.0507,0.487,0.818,181.121,4,alt-rock,Happy
21116,2pUlBBWq8R10ylbBvZJV9j,Wizkid,Bad To Me,Bad To Me,73,176850,False,0.859,0.822,10,-5.005,0,0.0467,0.07,0.0144,0.101,0.908,110.045,4,dancehall,Happy
39542,0pKxnYBfKR4v3sH6tEusNn,Maite Kelly,Karneval 2022 100%,Heute Nacht für immer - Partymix,0,238026,False,0.729,0.978,4,-4.069,1,0.0497,0.0677,0.0,0.272,0.952,125.986,4,german,Happy
68777,0gkJCLufpKEvz4hoUFqxBw,Balbi El Chamako;ITHAN NY;Galee Galee;Simon la Letra,La Vida Es Bela,Llegamos a la Disco,44,337872,True,0.804,0.824,11,-3.613,1,0.108,0.102,0.0,0.11,0.815,98.0,4,latino,Happy
17543,17vvsRxWjU6iK2KFPANn6h,Glee Cast,"Glee: The Music, The Complete Season Four",Wake Me Up Before You Go-Go (Glee Cast Version),45,228973,False,0.657,0.867,5,-4.67,0,0.0763,0.0415,0.0,0.084,0.862,81.322,4,club,Happy
100876,3pvDNFdNdqPU0yNztAVTc9,Hasse & Kvinnaböske Band,Du ska inte kasta sten,Kung Ola,32,258666,False,0.506,0.761,4,-9.868,1,0.0571,0.481,0.0,0.456,0.923,129.286,4,ska,Happy
66412,762kwTUXxEWewBbHJBptSV,Jack Hartmann,Number Songs,5 Little Ghosts,13,94013,False,0.835,0.763,1,-4.405,1,0.0468,0.474,0.0,0.267,0.953,119.977,4,kids,Happy
66553,6mnvRSmWgBKv5ZctY0QmLI,Pj Panda,My Favorite Rapper Is a Panda,Splish Splash,11,157941,False,0.829,0.889,6,-3.638,0,0.0415,0.0132,0.00143,0.0976,0.868,136.024,4,kids,Happy
95688,3Fe3o3EsqKie1p0GtPko7J,Rubén Blades;Willie Colón,Canciones Del Solar De Los Aburridos,De Que?,30,374813,False,0.662,0.764,7,-7.994,1,0.0819,0.152,0.0103,0.0803,0.769,135.902,4,salsa,Happy
24895,3tmLbPJ8ZMI23Jg4rRbt8b,Terrence Parker,Alarm the Sound - The 2017 Remixes,Alarm the Sound - Retro Groove Mix,7,431906,False,0.804,0.803,8,-8.006,0,0.0705,0.000926,0.874,0.101,0.846,124.992,4,detroit-techno,Happy
71298,0FbZgT0gzFe6VCAZdhtFT5,Twisted Sister,Timeless Rock Hits,We're Not Gonna Take It,0,219666,False,0.502,0.925,4,-6.298,1,0.0501,0.0129,0.0,0.162,0.923,149.188,4,metal,Happy
100494,3hRYclNZMNerPM1oUzBLcz,Lasse Stefanz,Texas,Skåneland,36,172773,False,0.668,0.974,9,-5.882,1,0.043,0.00265,0.000128,0.259,0.943,147.029,4,ska,Happy
110610,6zfyJTgFvo54oLVJjS3jNa,Infected Mushroom;Bad Computer,Walking on the Moon (Bad Computer Remix),Walking on the Moon - Bad Computer Remix,51,189230,False,0.72,0.85,8,-4.764,1,0.107,0.0528,0.0863,0.0899,0.825,130.004,4,trance,Happy
39583,6pnKK9iz73QqrglYRza6n9,YBRE,Sinner,Sinner,42,138560,True,0.724,0.802,11,-5.188,0,0.172,0.0269,2.81e-06,0.161,0.88,170.049,4,german,Happy
80261,5XsoDbDt98b0FkFLOhsJuS,Benny Dayal;Shalmali Kholgade;Pritam,Race 2 (Original Motion Picture Soundtrack),Lat Lag Gayee,65,280369,False,0.79,0.892,10,-4.038,0,0.0404,0.228,1.18e-06,0.206,0.896,131.991,4,pop-film,Happy
83819,36cmM3MBMWWCFIiQ90U4J8,Calvin Harris;Kelis,18 Months,Bounce (feat. Kelis) - Radio Edit,63,222186,False,0.779,0.963,2,-2.125,0,0.0399,0.0334,0.493,0.664,0.759,127.941,4,progressive-house,Happy
35948,1WLi0hhJgsiOY02SFCL5yD,Bonde do Forró,De Volta ás Origens,Take on Me,38,184895,False,0.57,0.888,9,-5.617,1,0.0496,0.243,2.8e-05,0.0731,0.776,179.923,4,forro,Happy
67331,17x6eyS7sD6uqWfc8yn1EY,Don Omar,Última Misión Reggaeton,Dale Don Dale,0,212413,False,0.831,0.818,2,-7.827,1,0.0824,0.0245,0.000319,0.0892,0.819,95.022,4,latin,Happy
66015,5PvFCi0HVzzTOxVS94dzai,Koo Koo Kanga Roo,Celebrate This!,Double Scoop,25,164070,False,0.824,0.778,11,-6.545,0,0.0826,0.101,0.358,0.0861,0.716,112.991,4,kids,Happy
92825,5Ynf2QbdmVVx0ZuuXc3Q7y,Charlie Hightone and The Rock-It´s,Major Production & B - Tracks,Dead End Track,22,166693,False,0.735,0.894,1,-3.601,1,0.128,0.261,0.00589,0.105,0.944,96.382,4,rockabilly,Happy
78931,2apUT9TrwoNbExWlk5AF0r,Höhner,Da Simmer Dabei... Die Grössten Partyhits! (Gold Edition),Dat Hätz Vun Dr Welt - Remake '97,24,154706,False,0.572,0.9,10,-4.371,1,0.0347,0.00169,0.0,0.374,0.958,118.405,4,party,Happy
32790,4NKRjU7Sz9kbw8nDFUjaKW,Alex & Daniel,Alex & Daniel,Mundo Real,35,260226,False,0.716,0.701,9,-5.7,0,0.033,0.119,7.68e-05,0.361,0.927,104.018,4,electronic,Happy
67604,2lnzGkdtDj5mtlcOW2yRtG,Shakira,Laundry Service,"Whenever, Wherever",75,196160,False,0.794,0.832,1,-4.862,0,0.0407,0.237,1.14e-05,0.203,0.871,107.657,4,latin,Happy
66419,0xu08jsGYBDmrbvq1jW1g2,Jack Hartmann,Super Fun Learning Songs,Tooty Ta Pop,13,176641,False,0.872,0.928,11,-3.529,1,0.0504,0.468,0.0,0.219,0.975,106.02,4,kids,Happy
78266,1Ccq9JMOUJliUgI3AYgH1h,Brings,Besoffe vör Glück,Besoffe vör Glück,36,233778,False,0.861,0.924,1,-3.997,0,0.0401,0.116,1.31e-06,0.0368,0.978,128.05,4,party,Happy
36689,5zBKLL980Mcy80pgH7Lb4U,Sergent Garcia,La Semilla Escondida,El Regreso,33,537066,False,0.877,0.773,7,-3.118,1,0.0352,0.154,0.000414,0.0889,0.796,99.951,4,french,Happy
38248,089RvMWm7LDTQbPNTTMCXH,Jessy Bulbo,Taras Bulba,Mi Muñequita Sintética,37,198786,True,0.62,0.849,11,-3.563,0,0.0336,0.154,3.81e-05,0.365,0.78,150.083,4,garage,Happy
77224,3aNYxNtZq1AqLEYPKdx9F0,Calcinha Preta,As 20 +,Cobertor,50,246133,False,0.683,0.899,5,-4.181,1,0.0323,0.0143,3.59e-05,0.0371,0.87,112.042,4,pagode,Happy
27828,4AUxNO54OYjzKBm7LJpgIh,Roni Size;DJ Die,"Full Cycle Retrospect, Vol.1",11.55,16,420653,False,0.719,0.983,6,-6.541,0,0.0709,0.00244,0.765,0.295,0.873,160.873,4,drum-and-bass,Happy
58762,19T79JA6PgqCbYOYZ3e1bV,Emigrate;Benjamin Kowalewicz,A Million Degrees,1234,55,202907,False,0.558,0.953,7,-4.705,1,0.0288,5.32e-05,0.000375,0.062,0.75,95.0,4,industrial,Happy
89366,14KRCsp4ZjQbw60d0DKxoV,Don Omar;Sharlene Taule,Para entrar en calor,Encanto,1,195400,False,0.744,0.871,8,-5.123,1,0.0499,0.145,0.000498,0.0752,0.902,172.03,4,reggaeton,Happy
69988,14FJcImuLxqbBn5ojETz2s,Gersson Edinbaro,Neerae 6,Yesu Naamam,19,339957,False,0.735,0.793,11,-6.906,0,0.0365,0.0564,0.0,0.379,0.943,132.054,4,malay,Happy
104760,57L5Szgx4pDUITuGNsxtfl,Fondo Flamenco,Todo un Gran Éxito,Ojala,57,236840,False,0.639,0.888,11,-4.671,0,0.106,0.233,0.0,0.0965,0.859,165.93,4,spanish,Happy
77204,4u1MSjULnQ95O8w3cJTOzl,Arlindo Cruz,Mtv Ao Vivo Arlindo Cruz - Cd 1,O Que É o Amor,49,248173,False,0.509,0.75,2,-7.273,1,0.037,0.692,4.63e-06,0.798,0.816,93.948,4,pagode,Happy
100338,6V5wvb8ruZCydCqgWXSmPt,Los Prisioneros,"Ni Por La Razón, Ni Por La Fuerza (Edición Especial)",Pa Pa Pa,38,199506,False,0.826,0.73,7,-8.538,1,0.173,0.224,0.000689,0.0841,0.972,78.239,4,ska,Happy
35521,3d9kjF35ZevhO9nzvXRLyD,Chicão do Piseiro,Oh Oh Não,Oh Oh Não,41,163920,False,0.7,0.929,8,-3.671,1,0.0559,0.18,0.0,0.0482,0.848,169.968,4,forro,Happy
31648,3lOFofBlwZF66FMjH2AcuC,Cali Y El Dandee;Juan Magán;Sebastian Yatra,Queda poco para la PAES 2.0,Por Fin Te Encontré,0,250836,False,0.645,0.822,11,-3.679,1,0.212,0.0493,0.0,0.193,0.837,179.994,4,electro,Happy
48296,55EvnM7MCxN6cbcrOsH5XG,BBS Paranoicos,Cruces,Sin Salida,36,156181,False,0.478,0.885,6,-3.185,1,0.0546,8.51e-05,5.51e-05,0.137,0.847,155.947,4,hardcore,Happy
60218,1aoHxBiR8NAOMbgfioUN0V,Chi Ching Ching;Sean Paul,Turning Tables,Weed Problems,35,135022,False,0.864,0.86,9,-3.223,1,0.246,0.0644,0.0,0.111,0.866,104.906,4,j-dance,Happy
7597,3vjBls56UI6EozLVMVMLhy,Grandpa Jones,An American Original,Old Rattler - Rerecorded,24,126600,False,0.669,0.715,9,-7.355,1,0.0303,0.791,0.0016,0.213,0.967,133.094,4,bluegrass,Happy
88937,3ihD3lOeQRlzTwaORNulux,Alex Sensation;Nicky Jam,Para entrar en calor,La Diabla,0,202693,False,0.848,0.825,4,-4.177,0,0.0899,0.397,0.0,0.0498,0.803,102.047,4,reggae,Happy
68184,7tHlEZRloAvK2tIYS6wR1b,Anuel AA;KAROL G,Clásicos de ahora: Perreo,Secreto,0,258799,False,0.807,0.803,11,-4.156,1,0.126,0.6,0.0085,0.136,0.706,91.982,4,latino,Happy
86287,2u7SEVuzWTvoxsIbNJrcvx,Echo & the Bunnymen,Planet 80's,The Killing Moon,0,346280,False,0.522,0.85,7,-4.769,1,0.0361,0.132,0.0329,0.295,0.71,124.216,4,punk,Happy
44221,66lWvfNt5DaPXPbuZLApUf,Nickelback,Those Days,San Quentin,9,211457,True,0.671,0.934,0,-4.496,1,0.0486,0.000145,1.81e-05,0.104,0.832,124.005,4,grunge,Happy
38262,57v7M9jKRFP9NCP3J2ms9M,Michelle Ayers,Fast Steppin',Fast Steppin',44,326099,False,0.724,0.787,4,-6.79,0,0.041,0.00419,0.0276,0.0653,0.846,118.0,4,garage,Happy
14502,6AGgeL5zISW8ZNERLh1mN4,ChuChu TV,Baby Shark & More Kids Songs,Baa Baa Black Sheep,24,137566,False,0.875,0.952,7,-5.229,1,0.0649,0.00382,1.99e-06,0.0372,0.946,120.026,4,children,Happy
21794,0m5oiBU7zuxQZSM3bkNh4U,El Shaaki;Nitro MC;Donexprs;Flor De Rap;Lechero Mon;jimmy Fernadez;Gedos;Crea BeatBox;Sponer;Delaion,Is Back,Hiphappy,29,391000,False,0.737,0.876,11,-3.821,1,0.259,0.142,0.0,0.0553,0.748,95.104,4,dancehall,Happy
